id,x,y
0,0.7697178370140882,0.29681754579037023
1,0.9649869212767886,-0.18672484923829633
2,0.7906492717235309,0.18458188937773617
3,0.1825597146520636,-0.8855261986474947
4,-1.2178652505477356,-0.14355117789669047
5,-0.537720194342102,1.1842248812765521
6,-0.6920171983071133,-1.0009249525225663
7,-0.8754016741897604,-0.5388991926423908
8,-1.7623323818975474,0.13430805028290646
9,-0.8852176269393403,-0.9345732119405065
10,1.1497347540414788,0.4024269857493285
11,-0.9488300207867101,-0.2817736250663922
12,0.6169208217099685,-0.4760191042536738
13,1.103314456804398,-0.7100252648897157
14,-0.49261988781108806,0.5092534463922698
15,-1.786905590067992,-0.019098516892653062
16,0.9467764910032732,0.866848228593907
17,1.069186559587897,-0.1792027055165842
18,-1.8157518494288785,-0.05122158268727656
19,0.732427312808113,0.19271051887793328
20,1.2089368610192217,-0.03121291011671795
21,0.8920771379255186,0.4297935417786775
22,-1.0159480307424165,0.33194656274775997
23,-1.9024506832081884,-0.06135642316803031
24,-0.01953247526507286,-0.20806898305683047
25,-1.98542404439968,-0.03565923439250483
26,-0.053574969837292735,1.331933794845614
27,-0.5750497511037207,0.22048981303710302
28,-0.6884664802906596,-0.31536216354454405
29,0.26156097374668213,-0.635618485491409
30,-0.14279739827782373,-0.26648386390615386
31,1.1452105435089215,-0.44079336267777924
32,0.1308019281336938,0.019272240000643797
33,-0.09214472626107072,-0.4004500720810928
34,-0.7196320376565584,-0.1763652354986027
35,-0.07587127776176929,0.41814985715698816
36,-1.7619033995368893,-0.12029152169561534
37,-1.0703901995858598,-0.7214223096438462
38,-0.5833859439573913,1.8526022871448746
39,0.6040476714201595,-0.6206781439437864
40,0.17309706670945402,-0.2978700775091273
41,-0.8351081667294697,0.45387882598100676
42,0.3529486079454255,-0.2359756706606044
43,0.3811324642468357,-0.6155292118619928
44,-1.0891121224675333,-0.7160668104907142
45,-1.527659055912188,-0.044989963672621244
46,0.42679108646486325,0.08857419186609038
47,-0.16680729460006954,2.1365722641255984
48,0.24769241954492652,-0.5729242179064697
49,-1.5009618058258873,0.05841337305025013
50,-0.456451329222366,1.1531046976532113
51,-1.7949566110185524,-0.2140275961042609
52,-1.5878060168702635,-0.19994277161998059
53,-1.687022290813294,0.11900002244406958
54,-0.006635121692698554,-0.865195061291898
55,0.6129017962677439,-0.3781036712623287
56,-0.599478351577637,-0.6527677437768153
57,1.1670378377378285,-0.25019869471418593
58,0.45262768366143263,1.5918384394495515
59,0.42679108974400093,0.08857419341207273
60,-1.7629589716690413,-0.22294252843438217
61,0.673755736310191,-0.4121172755671739
62,0.7864305041441071,0.7299233643241774
63,0.9773721503378737,0.9830949047448976
64,-0.7171051380558027,-0.9094380851338145
65,-0.38320348519287,-0.6292605376871441
66,-1.7439681653501549,-0.16157693946041013
67,0.6129017897094683,-0.37810367435429343
68,-1.1064515046506078,-0.7478003923147033
69,-1.702177738412312,-0.04505946718612559
70,-1.0758385559344998,-0.7562772172790718
71,-1.5469906085714085,0.19059933274177887
72,0.3951404013143329,-0.32412753368632274
73,1.1814201844404555,-0.5036041766065728
74,-1.661651043067381,0.03129658762796508
75,-0.6675891631427557,0.6501359947399297
76,-0.17919421643993808,-0.561076711322089
77,-1.0615702971666898,-0.7238096800928673
78,-1.7771671415494785,0.014506196768852432
79,1.1754565348431818,-0.3384689532916694
80,0.04286553101458358,2.400111171372851
81,0.2509786595088473,0.7106390580372078
82,-1.8399099022524266,-0.1732448546806389
83,0.014257095352498545,0.4348986785930779
84,-1.9869497141786714,-0.03528759306219696
85,-1.573079168869717,0.05778823992004281
86,-0.08156374179870078,-0.9987450526846704
87,-1.1063173075814827,-0.747737123757387
88,0.5192965528255615,0.5650002470037564
89,0.9138006725857649,0.47684469440381416
90,-1.762905921779994,-0.22291751753088257
91,-0.9054593073148064,-0.9288432840507725
92,0.3582097945766505,-0.0724794075476073
93,0.5672220180737492,-0.6653767414346186
94,-1.7536513022638294,0.1768937271039363
95,-0.11018734118499182,-0.8400762100869856
96,0.6932393690065424,1.377368274581642
97,-0.16980414276386754,1.7625278788010983
98,0.3250549578299317,-0.7566715865411657
99,0.7140938701258498,0.49817025419556266
100,-0.23759217679348835,0.021494407193229054
